"locusName_Version1"	"locusName_Version2"	"locusName_Version3"	"Arabidopsis_homolog"	"Arabidopsis_homolog_symbol"	"Arabidopsis_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Sb03g028640"	"SORBI_3003G228400"	"Sobic.003G228400"	"AT3G14680.1"	"CYP72A14"	"cytochrome P450, family 72, subfamily A, polypeptide 14"	"LOC_Os01g43740.1"	"cytochrome P450 72A1, putative, expressed"
"Sb03g028650"	"SORBI_3003G228500"	"Sobic.003G228500"	"AT3G14680.1"	"CYP72A14"	"cytochrome P450, family 72, subfamily A, polypeptide 14"	"LOC_Os01g43740.1"	"cytochrome P450 72A1, putative, expressed"
"Sb03g028690"	"SORBI_3003G228900"	"Sobic.003G228900"	"AT3G14680.1"	"CYP72A14"	"cytochrome P450, family 72, subfamily A, polypeptide 14"	"LOC_Os01g43844.1"	"cytochrome P450 72A1, putative, expressed"
"Sb03g028700"	"SORBI_3003G229000"	"Sobic.003G229000"	"AT3G14680.1"	"CYP72A14"	"cytochrome P450, family 72, subfamily A, polypeptide 14"	"LOC_Os01g43844.1"	"cytochrome P450 72A1, putative, expressed"
"Sb03g028700"	"SORBI_3003G229000"	"Sobic.003G229000"	"AT3G14690.1"	"CYP72A15"	"cytochrome P450, family 72, subfamily A, polypeptide 15"	"LOC_Os01g43851.1"	"cytochrome P450 72A1, putative, expressed"
"Sb03g028720"	"SORBI_3003G229200"	"Sobic.003G229200"	"AT3G14680.1"	"CYP72A14"	"cytochrome P450, family 72, subfamily A, polypeptide 14"	"LOC_Os01g43851.1"	"cytochrome P450 72A1, putative, expressed"
"Sb03g028730"	"SORBI_3003G229300"	"Sobic.003G229300"	"AT5G46410.2"	"SSP4"	"SCP1-like small phosphatase 4"	"LOC_Os01g43870.1"	"NLI interacting factor-like phosphatase, putative, expressed"
"Sb03g028740"	"SORBI_3003G229400"	"Sobic.003G229400"	"AT2G42880.1"	"ATMPK20,MPK20"	"MAP kinase 20"	"LOC_Os01g43910.1"	"CGMC_MAPKCMGC_2.4 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed"
"Sb03g028780"	"SORBI_3003G229700"	"Sobic.003G229700"	"AT1G06520.1"	"ATGPAT1,GPAT1"	"glycerol-3-phosphate acyltransferase 1"	"LOC_Os01g44069.1"	"glycerol-3-phosphate acyltransferase, putative, expressed"
"Sb03g028790"	"SORBI_3003G229800"	"Sobic.003G229800"	"AT2G30933.1"	""	"Carbohydrate-binding X8 domain superfamily protein"	"LOC_Os01g44090.1"	"X8 domain containing protein, expressed"
"Sb03g028800"	"SORBI_3003G230000"	"Sobic.003G230000"	"AT3G59110.1"	""	"Protein kinase superfamily protein"	"LOC_Os01g44110.1"	"serine/threonine-protein kinase, putative, expressed"
"Sb03g028810"	"SORBI_3003G230100"	"Sobic.003G230100"	""	""	""	"LOC_Os01g44120.1"	"expressed protein"
"Sb03g028820"	"SORBI_3003G230200"	"Sobic.003G230200"	"AT1G11910.1"	"APA1,ATAPA1"	"aspartic proteinase A1"	"LOC_Os01g44130.1"	"aspartic proteinase oryzasin-1 precursor, putative, expressed"
"Sb03g028830"	"SORBI_3003G230300"	"Sobic.003G230300"	""	""	""	"LOC_Os05g50470.1"	"expressed protein"
"Sb03g028840"	"SORBI_3003G230400"	"Sobic.003G230400"	"AT1G75350.1"	"emb2184"	"Ribosomal protein L31"	"LOC_Os01g44210.1"	"50S ribosomal protein L31, putative, expressed"
"Sb03g028850"	"SORBI_3003G230500"	"Sobic.003G230500"	"AT1G27680.1"	"APL2"	"ADPGLC-PPase large subunit"	"LOC_Os01g44220.1"	"glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed"
"Sb03g028850"	"SORBI_3003G230500"	"Sobic.003G230500"	"AT1G27680.1"	"APL2"	"ADPGLC-PPase large subunit"	"LOC_Os01g44220.5"	"glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed"
"Sb03g028870"	"SORBI_3003G230700"	"Sobic.003G230700"	"AT3G48530.1"	"KING1"	"SNF1-related protein kinase regulatory subunit gamma 1"	"LOC_Os01g44250.1"	"CBS domain containing membrane protein, putative, expressed"
"Sb03g028880"	"SORBI_3003G230900"	"Sobic.003G230900"	"AT5G42800.1"	"DFR,M318,TT3"	"dihydroflavonol 4-reductase"	"LOC_Os01g44260.1"	"dihydroflavonol-4-reductase, putative, expressed"
"Sb03g028890"	"SORBI_3003G231000"	"Sobic.003G231000"	"AT5G42800.1"	"DFR,M318,TT3"	"dihydroflavonol 4-reductase"	"LOC_Os01g44260.1"	"dihydroflavonol-4-reductase, putative, expressed"
"Sb03g028900"	"SORBI_3003G231100"	"Sobic.003G231100"	"AT4G36520.1"	""	"Chaperone DnaJ-domain superfamily protein"	"LOC_Os01g44310.2"	"dnaJ domain containing protein, expressed"
"Sb03g028900"	"SORBI_3003G231100"	"Sobic.003G231100"	"AT4G36520.1"	""	"Chaperone DnaJ-domain superfamily protein"	"LOC_Os01g44310.1"	"dnaJ domain containing protein, expressed"
"Sb03g028910"	"SORBI_3003G231300"	"Sobic.003G231300"	"AT1G11680.1"	"CYP51,CYP51A2,CYP51G1,EMB1738"	"CYTOCHROME P450 51G1"	"LOC_Os02g21810.1"	"cytochrome P450 51, putative, expressed"
"Sb03g028930"	"SORBI_3003G231500"	"Sobic.003G231500"	"AT2G21610.1"	"ATPE11,PE11"	"pectinesterase 11"	"LOC_Os01g44340.1"	"pectinesterase, putative, expressed"
"Sb03g028940"	"SORBI_3003G231600"	"Sobic.003G231600"	"AT5G10860.1"	""	"Cystathionine beta-synthase (CBS) family protein"	"LOC_Os01g44360.1"	"CBS domain containing membrane protein, putative, expressed"
"Sb03g028950"	"SORBI_3003G231700"	"Sobic.003G231700"	"AT1G75250.1"	"ATRL6,RL6,RSM3"	"RAD-like 6"	"LOC_Os01g44370.1"	"MYB family transcription factor, putative"
"Sb03g028960"	"SORBI_3003G231800"	"Sobic.003G231800"	"AT1G75250.2"	"ATRL6,RL6,RSM3"	"RAD-like 6"	"LOC_Os05g50340.1"	"MYB family transcription factor, putative, expressed"
"Sb03g028980"	"SORBI_3003G232100"	"Sobic.003G232100"	""	""	""	""	""
"Sb03g029020"	"SORBI_3003G232400"	"Sobic.003G232400"	"AT2G18360.1"	""	"alpha/beta-Hydrolases superfamily protein"	"LOC_Os01g44960.1"	"hydrolase, alpha/beta fold family domain containing protein, expressed"
"Sb03g029030"	"SORBI_3003G232600"	"Sobic.003G232600"	"AT1G60590.1"	""	"Pectin lyase-like superfamily protein"	"LOC_Os01g44970.1"	"polygalacturonase, putative, expressed"
"Sb03g029050"	"SORBI_3003G232800"	"Sobic.003G232800"	"AT3G27810.1"	"ATMYB21,ATMYB3,MYB21"	"myb domain protein 21"	"LOC_Os01g45090.1"	"MYB family transcription factor, putative, expressed"
"Sb03g029060"	"SORBI_3003G232900"	"Sobic.003G232900"	"AT2G15480.2"	"UGT73B5"	"UDP-glucosyl transferase 73B5"	"LOC_Os01g45110.1"	"anthocyanin 3-O-beta-glucosyltransferase, putative, expressed"
"Sb03g029070"	"SORBI_3003G233000"	"Sobic.003G233000"	"AT2G15480.2"	"UGT73B5"	"UDP-glucosyl transferase 73B5"	"LOC_Os01g45110.1"	"anthocyanin 3-O-beta-glucosyltransferase, putative, expressed"
"Sb03g029080"	"SORBI_3003G233100"	"Sobic.003G233100"	"AT2G15480.2"	"UGT73B5"	"UDP-glucosyl transferase 73B5"	"LOC_Os01g45110.1"	"anthocyanin 3-O-beta-glucosyltransferase, putative, expressed"
"Sb03g029100"	"SORBI_3003G233200"	"Sobic.003G233200"	"AT5G14700.1"	""	"NAD(P)-binding Rossmann-fold superfamily protein"	"LOC_Os01g45200.1"	"cinnamoyl-CoA reductase-related, putative, expressed"
"Sb03g029090"	"SORBI_3003G233300"	"Sobic.003G233300"	"AT3G01516.1"	""	""	"LOC_Os01g45160.1"	"expressed protein"
"Sb03g029140"	"SORBI_3003G233700"	"Sobic.003G233700"	"AT5G14260.3"	""	"Rubisco methyltransferase family protein"	"LOC_Os12g13460.1"	"SET domain-containing protein, putative, expressed"
"Sb03g029150"	"SORBI_3003G233800"	"Sobic.003G233800"	"AT1G23540.1"	"AtPERK12,IGI1"	"Protein kinase superfamily protein"	"LOC_Os03g37120.1"	"retrotransposon protein, putative, unclassified, expressed"
"Sb03g029160"	"SORBI_3003G234000"	"Sobic.003G234000"	"AT1G70420.1"	""	"Protein of unknown function (DUF1645)"	"LOC_Os01g45250.1"	"DUF1645 domain containing protein, putative, expressed"
"Sb03g029170"	"SORBI_3003G234200"	"Sobic.003G234200"	"AT1G70410.3"	"ATBCA4,BCA4,CA4"	"beta carbonic anhydrase 4"	"LOC_Os01g45274.3"	"carbonic anhydrase, chloroplast precursor, putative, expressed"
"Sb03g029190"	"SORBI_3003G234500"	"Sobic.003G234500"	"AT5G14740.1"	"BETA CA2,CA18,CA2"	"carbonic anhydrase 2"	"LOC_Os01g45274.3"	"carbonic anhydrase, chloroplast precursor, putative, expressed"
"Sb03g029190"	"SORBI_3003G234500"	"Sobic.003G234500"	"AT5G14740.1"	"BETA CA2,CA18,CA2"	"carbonic anhydrase 2"	"LOC_Os01g45274.1"	"carbonic anhydrase, chloroplast precursor, putative, expressed"
"Sb03g029190"	"SORBI_3003G234500"	"Sobic.003G234500"	"AT1G70410.3"	"ATBCA4,BCA4,CA4"	"beta carbonic anhydrase 4"	"LOC_Os01g45274.2"	"carbonic anhydrase, chloroplast precursor, putative, expressed"
"Sb03g029200"	"SORBI_3003G234600"	"Sobic.003G234600"	"AT1G70410.1"	"ATBCA4,BCA4,CA4"	"beta carbonic anhydrase 4"	"LOC_Os01g45274.4"	"carbonic anhydrase, chloroplast precursor, putative, expressed"
"Sb03g029210"	"SORBI_3003G234701"	"Sobic.003G234701"	"AT4G16745.1"	""	"Exostosin family protein"	"LOC_Os01g45350.1"	"exostosin family protein, putative, expressed"
"Sb03g029240"	"SORBI_3003G235000"	"Sobic.003G235000"	"AT3G01490.1"	""	"Protein kinase superfamily protein"	"LOC_Os01g45380.1"	"protein kinase domain containing protein, expressed"
"Sb03g029250"	"SORBI_3003G235100"	"Sobic.003G235100"	"AT1G26160.1"	""	"Metal-dependent phosphohydrolase"	"LOC_Os01g45390.2"	"HD domain containing protein 2, putative, expressed"
"Sb03g029270"	"SORBI_3003G235300"	"Sobic.003G235300"	"AT5G17760.1"	""	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"LOC_Os01g45450.1"	"AAA family ATPase, putative, expressed"
"Sb03g029280"	"SORBI_3003G235400"	"Sobic.003G235400"	"AT5G15860.1"	"ATPCME,PCME"	"prenylcysteine methylesterase"	"LOC_Os01g45460.1"	"serine esterase, putative, expressed"
"Sb03g029280"	"SORBI_3003G235400"	"Sobic.003G235400"	"AT5G15860.1"	"ATPCME,PCME"	"prenylcysteine methylesterase"	"LOC_Os05g50170.1"	"ATPCME, putative, expressed"
"Sb03g029290"	"SORBI_3003G235500"	"Sobic.003G235500"	""	""	""	"LOC_Os01g45470.1"	"expressed protein"
"Sb03g029320"	"SORBI_3003G235800"	"Sobic.003G235800"	"AT1G70940.1"	"ATPIN3,PIN3"	"Auxin efflux carrier family protein"	"LOC_Os01g45550.2"	"auxin efflux carrier component, putative, expressed"
"Sb03g029320"	"SORBI_3003G235800"	"Sobic.003G235800"	"AT1G70940.1"	"ATPIN3,PIN3"	"Auxin efflux carrier family protein"	"LOC_Os01g45550.1"	"auxin efflux carrier component, putative, expressed"
"Sb03g029330"	"SORBI_3003G235900"	"Sobic.003G235900"	"AT2G01430.1"	"ATHB-17,ATHB17,HB17"	"homeobox-leucine zipper protein 17"	"LOC_Os01g45570.1"	"homeobox associated leucine zipper, putative, expressed"
"Sb03g029370"	"SORBI_3003G236300"	"Sobic.003G236300"	"AT2G01400.1"	""	""	"LOC_Os01g45640.1"	"tat pathway signal sequence family protein, expressed"
"Sb03g029380"	"SORBI_3003G236400"	"Sobic.003G236400"	"AT3G18560.1"	""	""	"LOC_Os02g48150.1"	"expressed protein"
"Sb03g029390"	"SORBI_3003G236551"	"Sobic.003G236551"	"AT3G03341.1"	""	""	""	""
"Sb03g029400"	"SORBI_3003G236600"	"Sobic.003G236600"	""	""	""	"LOC_Os01g45700.1"	"expressed protein"
"Sb03g029420"	"SORBI_3003G236800"	"Sobic.003G236800"	"AT2G26900.1"	""	"Sodium Bile acid symporter family"	"LOC_Os01g45750.1"	"bile acid sodium symporter family protein, putative, expressed"
"Sb03g029480"	"SORBI_3003G237300"	"Sobic.003G237300"	"AT5G19970.1"	""	""	"LOC_Os01g45900.1"	"OsFBX20 - F-box domain containing protein, expressed"
"Sb03g029490"	"SORBI_3003G237400"	"Sobic.003G237400"	"AT1G80300.1"	"ATNTT1,NTT1"	"nucleotide transporter 1"	"LOC_Os01g45910.1"	"plastidic ATP/ADP-transporter, putative, expressed"
"Sb03g029510"	"SORBI_3003G237800"	"Sobic.003G237800"	"AT1G80280.1"	""	"alpha/beta-Hydrolases superfamily protein"	"LOC_Os01g45960.1"	"hydrolase, alpha/beta fold family domain containing protein, expressed"
"Sb03g029520"	"SORBI_3003G237900"	"Sobic.003G237900"	"AT2G26650.1"	"AKT1,ATAKT1,KT1"	"K+ transporter 1"	"LOC_Os01g45990.1"	"potassium channel AKT1, putative, expressed"
"Sb03g029530"	"SORBI_3003G238000"	"Sobic.003G238000"	"AT5G55190.1"	"ATRAN3,RAN3"	"RAN GTPase 3"	"LOC_Os05g49890.1"	"ras-related protein, putative, expressed"
"Sb03g029565"	"SORBI_3003G238400"	"Sobic.003G238400"	"AT1G17790.1"	""	"DNA-binding bromodomain-containing protein"	"LOC_Os01g46040.1"	"bromodomain domain containing protein, expressed"
"Sb03g029570"	"SORBI_3003G238500"	"Sobic.003G238500"	"AT3G15020.1"	"mMDH2"	"Lactate/malate dehydrogenase family protein"	"LOC_Os01g46070.1"	"lactate/malate dehydrogenase, putative, expressed"
"Sb03g029580"	"SORBI_3003G238600"	"Sobic.003G238600"	"AT1G28600.1"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g46080.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb03g029590"	"SORBI_3003G238700"	"Sobic.003G238700"	"AT1G28600.1"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g46080.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb03g029600"	"SORBI_3003G238800"	"Sobic.003G238800"	"AT1G31550.2"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g46210.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb03g029610"	"SORBI_3003G238900"	"Sobic.003G238900"	"AT1G28600.1"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g46220.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb03g029640"	"SORBI_3003G239200"	"Sobic.003G239200"	"AT4G18550.1"	""	"alpha/beta-Hydrolases superfamily protein"	"LOC_Os01g46250.1"	"lipase, putative, expressed"
"Sb03g029650"	"SORBI_3003G239300"	"Sobic.003G239300"	"AT1G31550.2"	""	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"LOC_Os01g42730.1"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Sb03g029680"	"SORBI_3003G239500"	"Sobic.003G239500"	"AT4G18550.1"	""	"alpha/beta-Hydrolases superfamily protein"	"LOC_Os01g46290.1"	"lipase, putative, expressed"
"Sb03g029690"	"SORBI_3003G239600"	"Sobic.003G239600"	"AT4G18570.1"	""	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"LOC_Os05g49820.1"	"chloroplast unusual positioning protein, putative, expressed"
"Sb03g029690"	"SORBI_3003G239600"	"Sobic.003G239600"	"AT4G18570.1"	""	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"LOC_Os01g46340.1"	"chloroplast unusual positioning protein, putative, expressed"
"Sb03g029720"	"SORBI_3003G239900"	"Sobic.003G239900"	"AT3G58610.1"	""	"ketol-acid reductoisomerase"	"LOC_Os01g46380.1"	"ketol-acid reductoisomerase, chloroplast precursor, putative, expressed"
"Sb03g029730"	"SORBI_3003G240000"	"Sobic.003G240000"	"AT4G24130.1"	""	"Protein of unknown function, DUF538"	"LOC_Os01g46390.1"	"DUF538 domain containing protein, putative, expressed"
"Sb03g029740"	"SORBI_3003G240100"	"Sobic.003G240100"	"AT5G15890.1"	"TBL21"	"TRICHOME BIREFRINGENCE-LIKE 21"	"LOC_Os01g46400.1"	"expressed protein"
"Sb03g029750"	"SORBI_3003G240300"	"Sobic.003G240300"	"AT3G43700.1"	"ATBPM6,BPM6"	"BTB-POZ and MATH domain 6"	"LOC_Os11g41240.1"	"ATBPM6, putative"
"Sb03g029790"	"SORBI_3003G241000"	"Sobic.003G241000"	"AT1G30820.1"	""	"CTP synthase family protein"	"LOC_Os01g46570.1"	"CTP synthase, putative, expressed"
"Sb03g029790"	"SORBI_3003G241000"	"Sobic.003G241000"	"AT3G12670.1"	"emb2742"	"CTP synthase family protein"	"LOC_Os01g46570.1"	"CTP synthase, putative, expressed"
"Sb03g029820"	"SORBI_3003G241300"	"Sobic.003G241300"	"AT1G75280.1"	""	"NmrA-like negative transcriptional regulator family protein"	"LOC_Os01g01660.1"	"isoflavone reductase, putative, expressed"
"Sb03g029830"	"SORBI_3003G241400"	"Sobic.003G241400"	"AT2G21820.1"	""	""	"LOC_Os01g46600.1"	"seed maturation protein PM41, putative, expressed"
"Sb03g029870"	"SORBI_3003G241900"	"Sobic.003G241900"	"AT5G53450.1"	"ORG1"	"OBP3-responsive gene 1"	"LOC_Os01g46720.1"	"expressed protein"
"Sb03g029880"	"SORBI_3003G242000"	"Sobic.003G242000"	"AT4G23850.1"	"LACS4"	"AMP-dependent synthetase and ligase family protein"	"LOC_Os01g46750.1"	"AMP-binding enzyme, putative, expressed"
"Sb03g029890"	"SORBI_3003G242200"	"Sobic.003G242200"	"AT1G72770.1"	"HAB1"	"homology to ABI1"	"LOC_Os01g46760.1"	"protein phosphatase 2C, putative, expressed"
"Sb03g029890"	"SORBI_3003G242200"	"Sobic.003G242200"	"AT1G72770.3"	"HAB1"	"homology to ABI1"	"LOC_Os01g46760.1"	"protein phosphatase 2C, putative, expressed"
"Sb03g029920"	"SORBI_3003G242800"	"Sobic.003G242800"	"AT4G11070.1"	"AtWRKY41,WRKY41"	"WRKY family transcription factor"	"LOC_Os01g46800.1"	"WRKY15, expressed"
"Sb03g029940"	"SORBI_3003G243000"	"Sobic.003G243000"	""	""	""	"LOC_Os01g46840.1"	"expressed protein"
"Sb03g029950"	"SORBI_3003G243100"	"Sobic.003G243100"	"AT5G53220.2"	""	""	"LOC_Os01g46840.1"	"expressed protein"
"Sb03g029960"	"SORBI_3003G243300"	"Sobic.003G243300"	"AT2G46330.1"	"AGP16,ATAGP16"	"arabinogalactan protein 16"	"LOC_Os01g46850.1"	"expressed protein"
"Sb03g029970"	"SORBI_3003G243400"	"Sobic.003G243400"	"AT2G32830.1"	"PHT1;5,PHT5"	"phosphate transporter 1;5"	"LOC_Os01g46860.1"	"inorganic phosphate transporter, putative, expressed"
"Sb03g029990"	"SORBI_3003G243500"	"Sobic.003G243500"	"AT4G27950.1"	"CRF4"	"cytokinin response factor 4"	"LOC_Os01g46870.1"	"AP2 domain containing protein, expressed"
"Sb03g030010"	"SORBI_3003G243600"	"Sobic.003G243600"	"AT4G27960.2"	"UBC9"	"ubiquitin conjugating enzyme 9"	"LOC_Os01g46926.1"	"ubiquitin-conjugating enzyme, putative, expressed"
"Sb03g030010"	"SORBI_3003G243600"	"Sobic.003G243600"	"AT4G27960.1"	"UBC9"	"ubiquitin conjugating enzyme 9"	"LOC_Os01g46926.1"	"ubiquitin-conjugating enzyme, putative, expressed"
"Sb03g030020"	"SORBI_3003G243700"	"Sobic.003G243700"	"AT4G19003.2"	"VPS25"	"E2F/DP family winged-helix DNA-binding domain"	"LOC_Os01g46932.1"	"vacuolar protein-sorting-associated protein 25, putative, expressed"
"Sb03g030030"	"SORBI_3003G243900"	"Sobic.003G243900"	"AT1G14290.1"	"SBH2"	"sphingoid base hydroxylase 2"	"LOC_Os01g46940.1"	"sphingolipid C4-hydroxylase SUR2, putative, expressed"
"Sb03g030040"	"SORBI_3003G244000"	"Sobic.003G244000"	"AT3G61610.1"	""	"Galactose mutarotase-like superfamily protein"	"LOC_Os01g46950.1"	"aldose 1-epimerase, putative, expressed"
"Sb03g030050"	"SORBI_3003G244100"	"Sobic.003G244100"	"AT2G46270.1"	"GBF3"	"G-box binding factor 3"	"LOC_Os01g46970.2"	"transcription factor, putative, expressed"
"Sb03g030050"	"SORBI_3003G244100"	"Sobic.003G244100"	"AT2G46270.1"	"GBF3"	"G-box binding factor 3"	"LOC_Os01g46970.1"	"transcription factor, putative, expressed"
"Sb03g030080"	"SORBI_3003G244300"	"Sobic.003G244300"	"AT4G01200.1"	""	"Calcium-dependent lipid-binding (CaLB domain) family protein"	"LOC_Os01g47040.1"	"C2 domain containing protein, putative, expressed"
"Sb03g030090"	"SORBI_3003G244400"	"Sobic.003G244400"	"AT3G61590.1"	"HS,HWS"	"Galactose oxidase/kelch repeat superfamily protein"	"LOC_Os01g47050.1"	"OsFBK1 - F-box domain and kelch repeat containing protein, expressed"
"Sb03g030100"	"SORBI_3003G244600"	"Sobic.003G244600"	"AT5G24090.1"	"ATCHIA,CHIA"	"chitinase A"	"LOC_Os01g47070.1"	"glycosyl hydrolase, putative, expressed"
"Sb03g030160"	"SORBI_3003G245300"	"Sobic.003G245300"	"AT3G12410.1"	""	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	"LOC_Os01g47180.1"	"3-5 exonuclease domain-containing protein, putative, expressed"
"Sb03g030190"	"SORBI_3003G245600"	"Sobic.003G245600"	"AT4G13870.2"	"ATWEX,ATWRNEXO,WEX,WRNEXO"	"Werner syndrome-like exonuclease"	"LOC_Os01g47180.1"	"3-5 exonuclease domain-containing protein, putative, expressed"
"Sb03g030200"	"SORBI_3003G245700"	"Sobic.003G245700"	"AT4G13870.1"	"ATWEX,ATWRNEXO,WEX,WRNEXO"	"Werner syndrome-like exonuclease"	"LOC_Os01g53580.1"	"3-5 exonuclease domain-containing protein, putative, expressed"
"Sb03g030210"	"SORBI_3003G245800"	"Sobic.003G245800"	"AT5G62840.1"	""	"Phosphoglycerate mutase family protein"	"LOC_Os01g47190.1"	"phosphoglycerate mutase, putative, expressed"
"Sb03g030260"	"SORBI_3003G246300"	"Sobic.003G246300"	"AT3G01516.1"	""	""	"LOC_Os01g47280.1"	"expressed protein"
"Sb03g030270"	"SORBI_3003G246400"	"Sobic.003G246400"	"AT3G27850.1"	"RPL12-C"	"ribosomal protein L12-C"	"LOC_Os01g47330.1"	"ribosomal protein L7/L12 C-terminal domain containing protein, expressed"
"Sb03g030280"	"SORBI_3003G246500"	"Sobic.003G246500"	"AT3G12410.1"	""	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	"LOC_Os01g47180.1"	"3-5 exonuclease domain-containing protein, putative, expressed"
"Sb03g030290"	"SORBI_3003G246600"	"Sobic.003G246600"	"AT5G17870.1"	"PSRP6"	"plastid-specific 50S ribosomal protein 6"	"LOC_Os11g34940.1"	"plastid-specific 50S ribosomal protein 6, chloroplast precursor, putative, expressed"
"Sb03g030310"	"SORBI_3003G246800"	"Sobic.003G246800"	"AT4G36620.1"	"GATA19"	"GATA transcription factor 19"	"LOC_Os01g47360.1"	"GATA zinc finger domain containing protein, expressed"
"Sb03g030330"	"SORBI_3003G246900"	"Sobic.003G246900"	"AT1G75250.1"	"ATRL6,RL6,RSM3"	"RAD-like 6"	"LOC_Os01g47370.1"	"MYB family transcription factor, putative, expressed"
"Sb03g030340"	"SORBI_3003G247000"	"Sobic.003G247000"	"AT5G66460.1"	""	"Glycosyl hydrolase superfamily protein"	"LOC_Os01g47400.1"	"OsMan01 - Endo-Beta-Mannanase, expressed"
"Sb03g030350"	"SORBI_3003G247100"	"Sobic.003G247100"	"AT1G11910.1"	"APA1,ATAPA1"	"aspartic proteinase A1"	"LOC_Os01g47410.2"	"aspartic proteinase oryzasin-1 precursor, putative, expressed"
"Sb03g030350"	"SORBI_3003G247100"	"Sobic.003G247100"	"AT1G11910.1"	"APA1,ATAPA1"	"aspartic proteinase A1"	"LOC_Os01g47410.1"	"aspartic proteinase oryzasin-1 precursor, putative, expressed"
"Sb03g030400"	"SORBI_3003G247600"	"Sobic.003G247600"	"AT2G42960.1"	""	"Protein kinase superfamily protein"	"LOC_Os01g47470.1"	"serine/threonine-protein kinase, putative, expressed"
"Sb03g030410"	"SORBI_3003G247700"	"Sobic.003G247700"	"AT1G29395.1"	"COR413-TM1,COR413IM1,COR414-TM1"	"COLD REGULATED 314 INNER MEMBRANE 1"	"LOC_Os05g49170.1"	"cold acclimation protein WCOR413, putative, expressed"
"Sb03g030450"	"SORBI_3003G248100"	"Sobic.003G248100"	"AT2G42880.1"	"ATMPK20,MPK20"	"MAP kinase 20"	"LOC_Os01g47530.2"	"CGMC_MAPKCMGC_2.6 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed"
